timestamp,power_kW
2026-06-18 12:15:00,0.0798
2026-06-18 12:30:00,0.0938
2026-06-18 12:45:00,0.0856
2026-06-18 13:00:00,0.1446
2026-06-18 13:15:00,0.1337
2026-06-18 13:30:00,0.0955
2026-06-18 13:45:00,0.0984
2026-06-18 14:00:00,0.0874
2026-06-18 14:15:00,0.0852
2026-06-18 14:30:00,0.1303
2026-06-18 14:45:00,0.142
2026-06-18 15:00:00,0.0893
2026-06-18 15:15:00,0.0839
2026-06-18 15:30:00,0.0974
2026-06-18 15:45:00,0.0937
2026-06-18 16:00:00,0.1442
2026-06-18 16:15:00,0.1524
2026-06-18 16:30:00,0.1189
2026-06-18 16:45:00,0.1275
2026-06-18 17:00:00,0.1393
2026-06-18 17:15:00,0.1665
2026-06-18 17:30:00,0.2367
2026-06-18 17:45:00,0.2821
2026-06-18 18:00:00,0.2782
2026-06-18 18:15:00,0.3289
2026-06-18 18:30:00,0.3952
2026-06-18 18:45:00,0.4521
2026-06-18 19:00:00,0.5755
2026-06-18 19:15:00,0.6354
2026-06-18 19:30:00,0.6135
2026-06-18 19:45:00,0.6758
2026-06-18 20:00:00,0.6701
2026-06-18 20:15:00,0.687
2026-06-18 20:30:00,0.757
2026-06-18 20:45:00,1.1373
2026-06-18 21:00:00,1.7141
2026-06-18 21:15:00,0.945
2026-06-18 21:30:00,0.4974
2026-06-18 21:45:00,0.392
2026-06-18 22:00:00,0.4001
2026-06-18 22:15:00,0.3371
2026-06-18 22:30:00,0.2309
2026-06-18 22:45:00,0.1951
2026-06-18 23:00:00,0.1611
2026-06-18 23:15:00,0.1489
2026-06-18 23:30:00,0.1819
2026-06-18 23:45:00,0.1546
2026-06-19 00:00:00,0.0919
2026-06-19 00:15:00,0.1345
2026-06-19 00:30:00,0.1287
2026-06-19 00:45:00,0.1397
2026-06-19 01:00:00,0.0803
2026-06-19 01:15:00,0.0867
2026-06-19 01:30:00,0.0858
2026-06-19 01:45:00,0.1367
2026-06-19 02:00:00,0.1542
2026-06-19 02:15:00,0.1424
2026-06-19 02:30:00,0.0928
2026-06-19 02:45:00,0.0805
2026-06-19 03:00:00,0.0873
2026-06-19 03:15:00,0.1433
2026-06-19 03:30:00,0.1358
2026-06-19 03:45:00,0.1475
2026-06-19 04:00:00,0.084
2026-06-19 04:15:00,0.0896
2026-06-19 04:30:00,0.0878
2026-06-19 04:45:00,0.1434
2026-06-19 05:00:00,0.1393
2026-06-19 05:15:00,0.1439
2026-06-19 05:30:00,0.0993
2026-06-19 05:45:00,0.1099
2026-06-19 06:00:00,0.1451
2026-06-19 06:15:00,0.2451
2026-06-19 06:30:00,0.3257
2026-06-19 06:45:00,0.4424
2026-06-19 07:00:00,0.5482
2026-06-19 07:15:00,0.7014
2026-06-19 07:30:00,0.8397
2026-06-19 07:45:00,0.9776
2026-06-19 08:00:00,0.995
2026-06-19 08:15:00,0.9052
2026-06-19 08:30:00,0.7364
2026-06-19 08:45:00,0.562
2026-06-19 09:00:00,0.4219
2026-06-19 09:15:00,0.3555
2026-06-19 09:30:00,0.2596
2026-06-19 09:45:00,0.2014
2026-06-19 10:00:00,0.1149
2026-06-19 10:15:00,0.1028
2026-06-19 10:30:00,0.0941
2026-06-19 10:45:00,0.1387
2026-06-19 11:00:00,0.1407
2026-06-19 11:15:00,0.1434
2026-06-19 11:30:00,0.0867
2026-06-19 11:45:00,0.0864
2026-06-19 12:00:00,0.083
2026-06-19 12:15:00,0.1444
2026-06-19 12:30:00,0.1453
2026-06-19 12:45:00,0.1434
2026-06-19 13:00:00,0.0972
2026-06-19 13:15:00,0.0918
2026-06-19 13:30:00,0.0937
2026-06-19 13:45:00,0.144
2026-06-19 14:00:00,0.1416
2026-06-19 14:15:00,0.1392
2026-06-19 14:30:00,0.1055
2026-06-19 14:45:00,0.09
2026-06-19 15:00:00,0.0899
2026-06-19 15:15:00,0.1494
2026-06-19 15:30:00,0.1516
2026-06-19 15:45:00,0.147
2026-06-19 16:00:00,0.12
2026-06-19 16:15:00,0.125
2026-06-19 16:30:00,0.1366
2026-06-19 16:45:00,0.2258
2026-06-19 17:00:00,0.2548
2026-06-19 17:15:00,0.2847
2026-06-19 17:30:00,0.303
2026-06-19 17:45:00,0.3553
2026-06-19 18:00:00,0.4172
2026-06-19 18:15:00,0.5475
2026-06-19 18:30:00,0.6086
2026-06-19 18:45:00,0.6863
2026-06-19 19:00:00,0.9572
2026-06-19 19:15:00,1.5559
2026-06-19 19:30:00,1.0982
2026-06-19 19:45:00,0.8138
2026-06-19 20:00:00,0.7802
2026-06-19 20:15:00,0.9653
2026-06-19 20:30:00,1.2736
2026-06-19 20:45:00,0.8222
2026-06-19 21:00:00,0.5062
2026-06-19 21:15:00,0.4838
2026-06-19 21:30:00,0.3975
2026-06-19 21:45:00,0.3541
2026-06-19 22:00:00,0.2471
2026-06-19 22:15:00,0.2149
2026-06-19 22:30:00,0.17
2026-06-19 22:45:00,0.2019
2026-06-19 23:00:00,0.1766
2026-06-19 23:15:00,0.1665
2026-06-19 23:30:00,0.1105
2026-06-19 23:45:00,0.0974
2026-06-20 00:00:00,0.1517
2026-06-20 00:15:00,0.1438
2026-06-20 00:30:00,0.1021
2026-06-20 00:45:00,0.0892
2026-06-20 01:00:00,0.1046
2026-06-20 01:15:00,0.1156
2026-06-20 01:30:00,0.1534
2026-06-20 01:45:00,0.1548
2026-06-20 02:00:00,0.0939
2026-06-20 02:15:00,0.0854
2026-06-20 02:30:00,0.0932
2026-06-20 02:45:00,0.09
2026-06-20 03:00:00,0.1417
2026-06-20 03:15:00,0.1622
2026-06-20 03:30:00,0.0989
2026-06-20 03:45:00,0.0997
2026-06-20 04:00:00,0.0954
2026-06-20 04:15:00,0.0967
2026-06-20 04:30:00,0.1593
2026-06-20 04:45:00,0.1562
2026-06-20 05:00:00,0.1136
2026-06-20 05:15:00,0.1249
2026-06-20 05:30:00,0.1539
2026-06-20 05:45:00,0.1973
2026-06-20 06:00:00,0.3221
2026-06-20 06:15:00,0.4303
2026-06-20 06:30:00,0.4872
2026-06-20 06:45:00,0.5798
2026-06-20 07:00:00,0.6588
2026-06-20 07:15:00,0.6823
2026-06-20 07:30:00,0.6918
2026-06-20 07:45:00,0.6264
2026-06-20 08:00:00,0.4851
2026-06-20 08:15:00,0.3895
2026-06-20 08:30:00,0.3018
2026-06-20 08:45:00,0.2587
2026-06-20 09:00:00,0.2926
2026-06-20 09:15:00,0.2866
2026-06-20 09:30:00,0.2377
2026-06-20 09:45:00,0.2557
2026-06-20 10:00:00,0.2814
2026-06-20 10:15:00,0.3193
2026-06-20 10:30:00,0.4049
2026-06-20 10:45:00,0.4429
2026-06-20 11:00:00,0.4216
2026-06-20 11:15:00,0.4618
2026-06-20 11:30:00,0.4917
2026-06-20 11:45:00,0.5285
2026-06-20 12:00:00,0.6121
2026-06-20 12:15:00,0.6261
2026-06-20 12:30:00,0.5854
2026-06-20 12:45:00,0.6209
2026-06-20 13:00:00,0.6201
2026-06-20 13:15:00,0.6082
2026-06-20 13:30:00,0.6628
2026-06-20 13:45:00,0.6604
2026-06-20 14:00:00,0.5819
2026-06-20 14:15:00,0.5579
2026-06-20 14:30:00,0.5442
2026-06-20 14:45:00,0.5002
2026-06-20 15:00:00,0.5274
2026-06-20 15:15:00,0.5075
2026-06-20 15:30:00,0.4326
2026-06-20 15:45:00,0.4181
2026-06-20 16:00:00,0.4151
2026-06-20 16:15:00,0.4168
2026-06-20 16:30:00,0.493
2026-06-20 16:45:00,0.5238
2026-06-20 17:00:00,0.5228
2026-06-20 17:15:00,0.5879
2026-06-20 17:30:00,0.6641
2026-06-20 17:45:00,0.7669
2026-06-20 18:00:00,1.1804
2026-06-20 18:15:00,1.6578
2026-06-20 18:30:00,1.2544
2026-06-20 18:45:00,1.5491
2026-06-20 19:00:00,1.6902
2026-06-20 19:15:00,1.1158
2026-06-20 19:30:00,1.0193
2026-06-20 19:45:00,0.9343
2026-06-20 20:00:00,0.8048
2026-06-20 20:15:00,0.7163
2026-06-20 20:30:00,0.613
2026-06-20 20:45:00,0.5323
2026-06-20 21:00:00,0.4804
2026-06-20 21:15:00,0.407
2026-06-20 21:30:00,0.28
2026-06-20 21:45:00,0.2299
2026-06-20 22:00:00,0.1926
2026-06-20 22:15:00,0.1659
2026-06-20 22:30:00,0.1944
2026-06-20 22:45:00,0.1853
2026-06-20 23:00:00,0.1125
2026-06-20 23:15:00,0.1044
2026-06-20 23:30:00,0.1201
2026-06-20 23:45:00,0.1027
2026-06-21 00:00:00,0.136
2026-06-21 00:15:00,0.1294
2026-06-21 00:30:00,0.0901
2026-06-21 00:45:00,0.0819
2026-06-21 01:00:00,0.0832
2026-06-21 01:15:00,0.0808
2026-06-21 01:30:00,0.1415
2026-06-21 01:45:00,0.1377
2026-06-21 02:00:00,0.0897
2026-06-21 02:15:00,0.0933
2026-06-21 02:30:00,0.1023
2026-06-21 02:45:00,0.0764
2026-06-21 03:00:00,0.1298
2026-06-21 03:15:00,0.1305
2026-06-21 03:30:00,0.0813
2026-06-21 03:45:00,0.08
2026-06-21 04:00:00,0.0845
2026-06-21 04:15:00,0.0793
2026-06-21 04:30:00,0.1362
2026-06-21 04:45:00,0.135
2026-06-21 05:00:00,0.0908
2026-06-21 05:15:00,0.0942
2026-06-21 05:30:00,0.1026
2026-06-21 05:45:00,0.1138
2026-06-21 06:00:00,0.2084
2026-06-21 06:15:00,0.2533
2026-06-21 06:30:00,0.2785
2026-06-21 06:45:00,0.3979
2026-06-21 07:00:00,0.5265
2026-06-21 07:15:00,0.666
2026-06-21 07:30:00,0.8107
2026-06-21 07:45:00,0.8499
2026-06-21 08:00:00,0.7903
2026-06-21 08:15:00,0.697
2026-06-21 08:30:00,0.5772
2026-06-21 08:45:00,0.4399
2026-06-21 09:00:00,0.3763
2026-06-21 09:15:00,0.3007
2026-06-21 09:30:00,0.2035
2026-06-21 09:45:00,0.168
2026-06-21 10:00:00,0.1723
2026-06-21 10:15:00,0.1798
2026-06-21 10:30:00,0.2396
2026-06-21 10:45:00,0.2535
2026-06-21 11:00:00,0.2269
2026-06-21 11:15:00,0.2501
2026-06-21 11:30:00,0.2737
2026-06-21 11:45:00,0.2989
2026-06-21 12:00:00,0.3714
2026-06-21 12:15:00,0.3845
2026-06-21 12:30:00,0.355
2026-06-21 12:45:00,0.3772
2026-06-21 13:00:00,0.3924
2026-06-21 13:15:00,0.3972
2026-06-21 13:30:00,0.4592
2026-06-21 13:45:00,0.4633
2026-06-21 14:00:00,0.416
2026-06-21 14:15:00,0.4136
2026-06-21 14:30:00,0.3894
2026-06-21 14:45:00,0.3819
2026-06-21 15:00:00,0.4144
2026-06-21 15:15:00,0.3962
2026-06-21 15:30:00,0.3263
2026-06-21 15:45:00,0.3024
2026-06-21 16:00:00,0.2933
2026-06-21 16:15:00,0.2725
2026-06-21 16:30:00,0.3131
2026-06-21 16:45:00,0.3012
2026-06-21 17:00:00,0.2518
2026-06-21 17:15:00,0.268
2026-06-21 17:30:00,0.2859
2026-06-21 17:45:00,0.3249
2026-06-21 18:00:00,0.5885
2026-06-21 18:15:00,1.0111
2026-06-21 18:30:00,0.7182
2026-06-21 18:45:00,0.524
2026-06-21 19:00:00,0.5744
2026-06-21 19:15:00,0.8671
2026-06-21 19:30:00,1.372
2026-06-21 19:45:00,1.0019
2026-06-21 20:00:00,0.7114
2026-06-21 20:15:00,0.685
2026-06-21 20:30:00,0.6538
2026-06-21 20:45:00,0.6913
2026-06-21 21:00:00,1.2396
2026-06-21 21:15:00,1.2608
2026-06-21 21:30:00,0.5438
2026-06-21 21:45:00,0.3753
2026-06-21 22:00:00,0.3105
2026-06-21 22:15:00,0.2518
2026-06-21 22:30:00,0.2502
2026-06-21 22:45:00,0.2196
2026-06-21 23:00:00,0.1482
2026-06-21 23:15:00,0.1348
2026-06-21 23:30:00,0.1075
2026-06-21 23:45:00,0.1029
2026-06-22 00:00:00,0.1275
2026-06-22 00:15:00,0.1185
2026-06-22 00:30:00,0.0802
2026-06-22 00:45:00,0.085
2026-06-22 01:00:00,0.0767
2026-06-22 01:15:00,0.0862
2026-06-22 01:30:00,0.1337
2026-06-22 01:45:00,0.1294
2026-06-22 02:00:00,0.0658
2026-06-22 02:15:00,0.0757
2026-06-22 02:30:00,0.0931
2026-06-22 02:45:00,0.0797
2026-06-22 03:00:00,0.1178
2026-06-22 03:15:00,0.1355
2026-06-22 03:30:00,0.0828
2026-06-22 03:45:00,0.0888
2026-06-22 04:00:00,0.0843
2026-06-22 04:15:00,0.0853
2026-06-22 04:30:00,0.131
2026-06-22 04:45:00,0.1334
2026-06-22 05:00:00,0.0977
2026-06-22 05:15:00,0.0946
2026-06-22 05:30:00,0.09
2026-06-22 05:45:00,0.1211
2026-06-22 06:00:00,0.208
2026-06-22 06:15:00,0.27
2026-06-22 06:30:00,0.3056
2026-06-22 06:45:00,0.4309
2026-06-22 07:00:00,0.5581
2026-06-22 07:15:00,0.6837
2026-06-22 07:30:00,0.7888
2026-06-22 07:45:00,0.8077
2026-06-22 08:00:00,0.7159
2026-06-22 08:15:00,0.6161
2026-06-22 08:30:00,0.4884
2026-06-22 08:45:00,0.3527
2026-06-22 09:00:00,0.306
2026-06-22 09:15:00,0.2334
2026-06-22 09:30:00,0.1332
2026-06-22 09:45:00,0.1184
2026-06-22 10:00:00,0.0935
2026-06-22 10:15:00,0.094
2026-06-22 10:30:00,0.1316
2026-06-22 10:45:00,0.1337
2026-06-22 11:00:00,0.0844
2026-06-22 11:15:00,0.0903
2026-06-22 11:30:00,0.0831
2026-06-22 11:45:00,0.0855
2026-06-22 12:00:00,0.1307
2026-06-22 12:15:00,0.1271
2026-06-22 12:30:00,0.085
2026-06-22 12:45:00,0.0951
2026-06-22 13:00:00,0.0813
2026-06-22 13:15:00,0.0851
2026-06-22 13:30:00,0.1357
2026-06-22 13:45:00,0.135
2026-06-22 14:00:00,0.0828
2026-06-22 14:15:00,0.0697
2026-06-22 14:30:00,0.0857
2026-06-22 14:45:00,0.0708
2026-06-22 15:00:00,0.1373
2026-06-22 15:15:00,0.1306
2026-06-22 15:30:00,0.09
2026-06-22 15:45:00,0.081
2026-06-22 16:00:00,0.0798
2026-06-22 16:15:00,0.0936
2026-06-22 16:30:00,0.1439
2026-06-22 16:45:00,0.1505
2026-06-22 17:00:00,0.1208
2026-06-22 17:15:00,0.1539
2026-06-22 17:30:00,0.1679
2026-06-22 17:45:00,0.201
2026-06-22 18:00:00,0.2858
2026-06-22 18:15:00,0.3708
2026-06-22 18:30:00,0.7394
2026-06-22 18:45:00,1.066
2026-06-22 19:00:00,0.619
2026-06-22 19:15:00,0.5206
2026-06-22 19:30:00,0.6612
2026-06-22 19:45:00,0.9871
2026-06-22 20:00:00,0.8952
2026-06-22 20:15:00,0.6702
2026-06-22 20:30:00,0.6249
2026-06-22 20:45:00,0.6056
2026-06-22 21:00:00,0.7535
2026-06-22 21:15:00,0.974
2026-06-22 21:30:00,0.6233
2026-06-22 21:45:00,0.3923
2026-06-22 22:00:00,0.3189
2026-06-22 22:15:00,0.2786
2026-06-22 22:30:00,0.2791
2026-06-22 22:45:00,0.245
2026-06-22 23:00:00,0.1697
2026-06-22 23:15:00,0.1456
2026-06-22 23:30:00,0.1136
2026-06-22 23:45:00,0.1044
2026-06-23 00:00:00,0.0823
2026-06-23 00:15:00,0.1015
2026-06-23 00:30:00,0.1482
2026-06-23 00:45:00,0.1531
2026-06-23 01:00:00,0.0977
2026-06-23 01:15:00,0.0965
2026-06-23 01:30:00,0.1034
2026-06-23 01:45:00,0.0882
2026-06-23 02:00:00,0.1494
2026-06-23 02:15:00,0.1573
2026-06-23 02:30:00,0.0942
2026-06-23 02:45:00,0.0877
2026-06-23 03:00:00,0.1026
2026-06-23 03:15:00,0.1056
2026-06-23 03:30:00,0.1525
2026-06-23 03:45:00,0.14
2026-06-23 04:00:00,0.1031
2026-06-23 04:15:00,0.088
2026-06-23 04:30:00,0.1023
2026-06-23 04:45:00,0.0983
2026-06-23 05:00:00,0.1604
2026-06-23 05:15:00,0.1859
2026-06-23 05:30:00,0.1741
2026-06-23 05:45:00,0.2438
2026-06-23 06:00:00,0.3661
2026-06-23 06:15:00,0.5175
2026-06-23 06:30:00,0.7716
2026-06-23 06:45:00,0.9601
2026-06-23 07:00:00,1.0545
2026-06-23 07:15:00,1.1322
2026-06-23 07:30:00,1.1076
2026-06-23 07:45:00,1.0081
2026-06-23 08:00:00,0.8834
2026-06-23 08:15:00,0.6738
2026-06-23 08:30:00,0.451
2026-06-23 08:45:00,0.3069
2026-06-23 09:00:00,0.2257
2026-06-23 09:15:00,0.1451
2026-06-23 09:30:00,0.1695
2026-06-23 09:45:00,0.1707
2026-06-23 10:00:00,0.1111
2026-06-23 10:15:00,0.0947
2026-06-23 10:30:00,0.0945
2026-06-23 10:45:00,0.1024
2026-06-23 11:00:00,0.1376
2026-06-23 11:15:00,0.1406
2026-06-23 11:30:00,0.0964
2026-06-23 11:45:00,0.1084
2026-06-23 12:00:00,0.0954
2026-06-23 12:15:00,0.0989
2026-06-23 12:30:00,0.1603
2026-06-23 12:45:00,0.1666
2026-06-23 13:00:00,0.0945
2026-06-23 13:15:00,0.0982
2026-06-23 13:30:00,0.1102
2026-06-23 13:45:00,0.0884
2026-06-23 14:00:00,0.1597
2026-06-23 14:15:00,0.1465
2026-06-23 14:30:00,0.0996
2026-06-23 14:45:00,0.098
2026-06-23 15:00:00,0.0946
2026-06-23 15:15:00,0.0965
2026-06-23 15:30:00,0.1629
2026-06-23 15:45:00,0.1734
2026-06-23 16:00:00,0.1206
2026-06-23 16:15:00,0.1357
2026-06-23 16:30:00,0.1592
2026-06-23 16:45:00,0.1775
2026-06-23 17:00:00,0.2819
2026-06-23 17:15:00,0.3328
2026-06-23 17:30:00,0.353
2026-06-23 17:45:00,0.4091
2026-06-23 18:00:00,0.4954
2026-06-23 18:15:00,0.5982
2026-06-23 18:30:00,0.7512
2026-06-23 18:45:00,0.8375
2026-06-23 19:00:00,0.8692
2026-06-23 19:15:00,0.9441
2026-06-23 19:30:00,0.9819
2026-06-23 19:45:00,1.0547
2026-06-23 20:00:00,1.5834
2026-06-23 20:15:00,2.0226
2026-06-23 20:30:00,1.4407
2026-06-23 20:45:00,0.8892
2026-06-23 21:00:00,0.7137
2026-06-23 21:15:00,0.6179
2026-06-23 21:30:00,0.5756
2026-06-23 21:45:00,0.4932
2026-06-23 22:00:00,0.3522
2026-06-23 22:15:00,0.288
2026-06-23 22:30:00,0.233
2026-06-23 22:45:00,0.1928
2026-06-23 23:00:00,0.2272
2026-06-23 23:15:00,0.2001
2026-06-23 23:30:00,0.1256
2026-06-23 23:45:00,0.1119
2026-06-24 00:00:00,0.0968
2026-06-24 00:15:00,0.0951
2026-06-24 00:30:00,0.0947
2026-06-24 00:45:00,0.1476
2026-06-24 01:00:00,0.149
2026-06-24 01:15:00,0.1538
2026-06-24 01:30:00,0.1041
2026-06-24 01:45:00,0.0954
2026-06-24 02:00:00,0.1006
2026-06-24 02:15:00,0.1439
2026-06-24 02:30:00,0.1532
2026-06-24 02:45:00,0.1435
2026-06-24 03:00:00,0.1023
2026-06-24 03:15:00,0.1094
2026-06-24 03:30:00,0.0946
2026-06-24 03:45:00,0.1344
2026-06-24 04:00:00,0.1449
2026-06-24 04:15:00,0.1562
2026-06-24 04:30:00,0.099
2026-06-24 04:45:00,0.0972
2026-06-24 05:00:00,0.1026
2026-06-24 05:15:00,0.154
2026-06-24 05:30:00,0.1632
2026-06-24 05:45:00,0.1723
2026-06-24 06:00:00,0.1466
2026-06-24 06:15:00,0.1844
2026-06-24 06:30:00,0.2651
2026-06-24 06:45:00,0.4278
2026-06-24 07:00:00,0.5823
2026-06-24 07:15:00,0.7769
2026-06-24 07:30:00,0.8872
2026-06-24 07:45:00,1.018
2026-06-24 08:00:00,1.0621
2026-06-24 08:15:00,1.0668
2026-06-24 08:30:00,0.947
2026-06-24 08:45:00,0.7847
2026-06-24 09:00:00,0.5457
2026-06-24 09:15:00,0.3731
2026-06-24 09:30:00,0.2631
2026-06-24 09:45:00,0.2496
2026-06-24 10:00:00,0.1903
2026-06-24 10:15:00,0.1558
2026-06-24 10:30:00,0.1149
2026-06-24 10:45:00,0.1024
2026-06-24 11:00:00,0.0958
2026-06-24 11:15:00,0.1463
2026-06-24 11:30:00,0.1553
2026-06-24 11:45:00,0.1449
2026-06-24 12:00:00,0.1027
2026-06-24 12:15:00,0.0988
2026-06-24 12:30:00,0.097
2026-06-24 12:45:00,0.1493
2026-06-24 13:00:00,0.1473
2026-06-24 13:15:00,0.1552
2026-06-24 13:30:00,0.0902
2026-06-24 13:45:00,0.0858
2026-06-24 14:00:00,0.1007
2026-06-24 14:15:00,0.155
2026-06-24 14:30:00,0.1561
2026-06-24 14:45:00,0.1592
2026-06-24 15:00:00,0.1073
2026-06-24 15:15:00,0.1233
2026-06-24 15:30:00,0.1314
2026-06-24 15:45:00,0.2012
2026-06-24 16:00:00,0.2297
2026-06-24 16:15:00,0.2816
2026-06-24 16:30:00,0.2526
2026-06-24 16:45:00,0.3265
2026-06-24 17:00:00,0.3838
2026-06-24 17:15:00,0.5278
2026-06-24 17:30:00,0.6136
2026-06-24 17:45:00,0.6931
2026-06-24 18:00:00,0.7423
2026-06-24 18:15:00,0.8139
2026-06-24 18:30:00,0.8633
2026-06-24 18:45:00,0.9737
2026-06-24 19:00:00,0.9911
2026-06-24 19:15:00,0.9788
2026-06-24 19:30:00,0.8807
2026-06-24 19:45:00,0.8191
2026-06-24 20:00:00,0.7521
2026-06-24 20:15:00,0.7748
2026-06-24 20:30:00,1.1306
2026-06-24 20:45:00,1.4981
2026-06-24 21:00:00,1.8189
2026-06-24 21:15:00,1.122
2026-06-24 21:30:00,0.328
2026-06-24 21:45:00,0.2743
2026-06-24 22:00:00,0.2473
2026-06-24 22:15:00,0.2092
2026-06-24 22:30:00,0.1417
2026-06-24 22:45:00,0.1198
2026-06-24 23:00:00,0.1091
2026-06-24 23:15:00,0.1592
2026-06-24 23:30:00,0.148
2026-06-24 23:45:00,0.1449
2026-06-25 00:00:00,0.0854
2026-06-25 00:15:00,0.1035
2026-06-25 00:30:00,0.0933
2026-06-25 00:45:00,0.145
2026-06-25 01:00:00,0.131
2026-06-25 01:15:00,0.0855
2026-06-25 01:30:00,0.0979
2026-06-25 01:45:00,0.0922
2026-06-25 02:00:00,0.0789
2026-06-25 02:15:00,0.147
2026-06-25 02:30:00,0.1374
2026-06-25 02:45:00,0.099
2026-06-25 03:00:00,0.0899
2026-06-25 03:15:00,0.0917
2026-06-25 03:30:00,0.0977
2026-06-25 03:45:00,0.1357
2026-06-25 04:00:00,0.1359
2026-06-25 04:15:00,0.0925
2026-06-25 04:30:00,0.1038
2026-06-25 04:45:00,0.1021
2026-06-25 05:00:00,0.122
2026-06-25 05:15:00,0.2256
2026-06-25 05:30:00,0.2764
2026-06-25 05:45:00,0.3084
2026-06-25 06:00:00,0.3951
2026-06-25 06:15:00,0.4971
2026-06-25 06:30:00,0.5748
2026-06-25 06:45:00,0.6645
2026-06-25 07:00:00,0.6387
2026-06-25 07:15:00,0.5427
2026-06-25 07:30:00,0.4393
2026-06-25 07:45:00,0.3418
2026-06-25 08:00:00,0.2674
2026-06-25 08:15:00,0.2418
2026-06-25 08:30:00,0.1913
2026-06-25 08:45:00,0.1159
2026-06-25 09:00:00,0.1103
2026-06-25 09:15:00,0.104
2026-06-25 09:30:00,0.0873
2026-06-25 09:45:00,0.141
2026-06-25 10:00:00,0.1414
2026-06-25 10:15:00,0.0846
2026-06-25 10:30:00,0.0901
2026-06-25 10:45:00,0.0905
2026-06-25 11:00:00,0.0973
2026-06-25 11:15:00,0.148
2026-06-25 11:30:00,0.1387
2026-06-25 11:45:00,0.0892
2026-06-25 12:00:00,0.0945
2026-06-25 12:15:00,0.0869
2026-06-25 12:30:00,0.094
2026-06-25 12:45:00,0.1402
2026-06-25 13:00:00,0.1349
2026-06-25 13:15:00,0.0847
2026-06-25 13:30:00,0.0992
2026-06-25 13:45:00,0.0895
2026-06-25 14:00:00,0.1004
2026-06-25 14:15:00,0.1377
2026-06-25 14:30:00,0.1427
2026-06-25 14:45:00,0.1054
2026-06-25 15:00:00,0.085
2026-06-25 15:15:00,0.0808
2026-06-25 15:30:00,0.1015
2026-06-25 15:45:00,0.1415
2026-06-25 16:00:00,0.1505
2026-06-25 16:15:00,0.1035
2026-06-25 16:30:00,0.1189
2026-06-25 16:45:00,0.1268
2026-06-25 17:00:00,0.1532
2026-06-25 17:15:00,0.2372
2026-06-25 17:30:00,0.2682
2026-06-25 17:45:00,0.2809
2026-06-25 18:00:00,0.5803
2026-06-25 18:15:00,1.2312
2026-06-25 18:30:00,0.8943
2026-06-25 18:45:00,0.6541
2026-06-25 19:00:00,0.7071
2026-06-25 19:15:00,0.7362
2026-06-25 19:30:00,0.8044
2026-06-25 19:45:00,0.8498
2026-06-25 20:00:00,0.9192
2026-06-25 20:15:00,1.3629
2026-06-25 20:30:00,1.839
2026-06-25 20:45:00,1.8085
2026-06-25 21:00:00,1.1819
2026-06-25 21:15:00,0.706
2026-06-25 21:30:00,0.5965
2026-06-25 21:45:00,0.5546
2026-06-25 22:00:00,0.4594
2026-06-25 22:15:00,0.349
2026-06-25 22:30:00,0.2903
2026-06-25 22:45:00,0.2293
2026-06-25 23:00:00,0.1954
2026-06-25 23:15:00,0.2042
2026-06-25 23:30:00,0.1766
2026-06-25 23:45:00,0.12
2026-06-26 00:00:00,0.077
2026-06-26 00:15:00,0.0863
2026-06-26 00:30:00,0.0756
2026-06-26 00:45:00,0.1316
2026-06-26 01:00:00,0.1335
2026-06-26 01:15:00,0.0828
2026-06-26 01:30:00,0.0807
2026-06-26 01:45:00,0.0838
2026-06-26 02:00:00,0.0661
2026-06-26 02:15:00,0.1287
2026-06-26 02:30:00,0.1264
2026-06-26 02:45:00,0.0814
2026-06-26 03:00:00,0.0855
2026-06-26 03:15:00,0.0812
2026-06-26 03:30:00,0.0754
2026-06-26 03:45:00,0.1262
2026-06-26 04:00:00,0.1274
2026-06-26 04:15:00,0.0823
2026-06-26 04:30:00,0.0827
2026-06-26 04:45:00,0.0878
2026-06-26 05:00:00,0.0773
2026-06-26 05:15:00,0.1325
2026-06-26 05:30:00,0.1455
2026-06-26 05:45:00,0.0987
2026-06-26 06:00:00,0.1381
2026-06-26 06:15:00,0.1839
2026-06-26 06:30:00,0.2615
2026-06-26 06:45:00,0.4066
2026-06-26 07:00:00,0.5297
2026-06-26 07:15:00,0.611
2026-06-26 07:30:00,0.6808
2026-06-26 07:45:00,0.7167
2026-06-26 08:00:00,0.6903
2026-06-26 08:15:00,0.6724
2026-06-26 08:30:00,0.5477
2026-06-26 08:45:00,0.3846
2026-06-26 09:00:00,0.2763
2026-06-26 09:15:00,0.1925
2026-06-26 09:30:00,0.1423
2026-06-26 09:45:00,0.1704
2026-06-26 10:00:00,0.1478
2026-06-26 10:15:00,0.0823
2026-06-26 10:30:00,0.0871
2026-06-26 10:45:00,0.0777
2026-06-26 11:00:00,0.0722
2026-06-26 11:15:00,0.1326
2026-06-26 11:30:00,0.1333
2026-06-26 11:45:00,0.0873
2026-06-26 12:00:00,0.0791
2026-06-26 12:15:00,0.0807
2026-06-26 12:30:00,0.0857
2026-06-26 12:45:00,0.1292
2026-06-26 13:00:00,0.1249
2026-06-26 13:15:00,0.0729
2026-06-26 13:30:00,0.0824
2026-06-26 13:45:00,0.0877
2026-06-26 14:00:00,0.0755
2026-06-26 14:15:00,0.1312
2026-06-26 14:30:00,0.1302
2026-06-26 14:45:00,0.0882
2026-06-26 15:00:00,0.0907
2026-06-26 15:15:00,0.0853
